,city,cuisine
152692,Charlotte,asian
152702,Montréal,moroccan
152704,North York,japanes
152706,Mesa,breakfast
152714,Cornelius,japanes
152726,Montréal,american
152734,Toronto,french
152735,Pittsburgh,american
152736,Laval,japanes
152739,Dollard-des-Ormeaux,italian
152740,Las Vegas,italian
152741,Akron,american
152742,Montréal,japanes
152749,Las Vegas,italian
152753,Las Vegas,vegan
152756,Tempe,cafe
152760,Tempe,indian
152761,Chandler,burger
152763,Las Vegas,american
152766,Monroeville,mexican
152772,Las Vegas,barbequ
152774,Calgary,american
152783,Toronto,vegan
152789,Henderson,caribbean
152799,Ajax,japanes
152803,Toronto,italian
152804,Pickering,american
152812,Phoenix,breakfast
152821,Toronto,japanes
152825,Toronto,mexican
152827,Davidson,american
152829,Toronto,american
152831,Montréal,italian
152832,Monona,mexican
152836,Montreal,vegan
152841,Pittsburgh,italian
152846,Las Vegas,mexican
152867,Parma,thai
152872,Toronto,french
152883,Scottsdale,american
152885,Toronto,french
152893,Brampton,mediterranean
152903,Brook Park,breakfast
152904,Bridgeville,american
152905,Toronto,american
152906,Mesa,asian
152917,Cuyahoga Falls,mexican
152929,Mentor,american
152932,Wexford,italian
152936,Toronto,vegan
152944,Harrisburg,mexican
152946,Henderson,breakfast
152960,Toronto,barbequ
152971,Phoenix,italian
152974,Coraopolis,american
152975,Pittsburgh,american
152989,Montréal,russian
152990,Phoenix,indian
153002,Tempe,vietnames
153003,Akron,chines
153004,Montréal,thai
153012,Mississauga,chines
153020,Scottsdale,american
153026,Las Vegas,chines
153030,Las Vegas,american
153036,Phoenix,asian
153044,Charlotte,mexican
153050,Pittsburgh,cafe
153053,Calgary,mexican
153067,Concord,american
153072,Charlotte,american
153078,Montréal,chines
153079,Pittsburgh,american
153086,Charlotte,mexican
153090,Phoenix,breakfast
153093,North Las Vegas,burger
153097,Toronto,mexican
153104,Matthews,american
153111,Toronto,italian
153112,Charlotte,chines
153116,Cleveland,american
153127,Montréal,ethiopian
153128,Phoenix,american
153134,Calgary,american
153139,Toronto,american
153147,Cleveland Heights,burger
153148,Madison,chines
153153,Lakewood,breakfast
153155,Toronto,cafe
153158,Akron,barbequ
153175,Champaign,mediterranean
153182,North Royalton,american
153186,Clover,mexican
153191,North Las Vegas,thai
153194,Markham,french
153203,Phoenix,indian
153205,Toronto,breakfast
153214,Mint Hill,american
153215,Charlotte,american
153222,Sewickley,burger
153223,Phoenix,american
153227,Carnegie,italian
153231,Phoenix,burger
153245,Madison,american
153247,Las Vegas,chines
153258,Toronto,cafe
153262,Mesa,american
153269,Toronto,vegetarian
153276,Euclid,american
153279,Cleveland,breakfast
153282,Charlotte,mexican
153284,Unionville,cafe
153285,Phoenix,breakfast
153289,Markham,american
153312,Calgary,breakfast
153317,Calgary,mediterranean
153320,Madison,american
153327,Charlotte,burger
153328,Calgary,thai
153334,Charlotte,breakfast
153337,Las Vegas,mexican
153344,Las Vegas,mediterranean
153347,Montréal,mediterranean
153353,Las Vegas,vietnames
153358,Vaughan,indian
153361,Toronto,burger
153362,Mesa,cafe
153364,Lakewood,breakfast
153366,Toronto,british
153371,Lake Wylie,american
153374,Toronto,burger
153377,Las Vegas,burger
153379,Middleton,american
153385,Cleveland,barbequ
153391,Mesa,american
153392,Toronto,ethiopian
153393,Toronto,breakfast
153395,Peoria,burger
153396,Etobicoke,japanes
153399,Montréal,cafe
153409,Las Vegas,american
153412,Cleveland,japanes
153426,Montréal,mediterranean
153444,Mayfield Heights,burger
153446,Pittsburgh,breakfast
153456,Chandler,american
153460,Champaign,mexican
153462,Calgary,vietnames
153469,Las Vegas,american
153471,Olmsted Falls,italian
153472,Toronto,vegetarian
153474,Newmarket,japanes
153475,Chagrin Falls,burger
153485,Montréal,breakfast
153486,Scottsdale,american
153487,Charlotte,american
153493,Richmond Hill,barbequ
153501,Waxhaw,american
153508,Thornhill,mexican
153517,Bolton,cajuncreol
153523,Henderson,american
153530,West Mifflin,chines
153532,Davidson,burger
153549,Toronto,mexican
153558,Concord,breakfast
153567,Vaughan,turkish
153568,Pittsburgh,italian
153569,Toronto,breakfast
153570,Phoenix,breakfast
153573,Kent,american
153578,Charlotte,breakfast
153586,Concord,chines
153591,Las Vegas,italian
153601,Toronto,italian
153604,Scottsdale,brazilian
153607,Verona,american
153623,Las Vegas,american
153625,Huntersville,mexican
153629,Calgary,italian
153642,Calgary,thai
153646,Avondale,mexican
153652,Madison,american
153656,McFarland,cafe
153678,North Las Vegas,american
153679,Mississauga,breakfast
153692,Ajax,caribbean
153702,Scottsdale,american
153703,Pittsburgh,american
153708,Toronto,italian
153709,Charlotte,american
153712,Montréal,cafe
153716,Las Vegas,mexican
153720,Charlotte,chines
153722,Tempe,burger
153730,Toronto,korean
153741,Chandler,cafe
153745,Phoenix,american
153748,Calgary,mediterranean
153756,Champaign,cafe
153763,Goodyear,breakfast
153766,Anthem,burger
153776,Montréal,french
153794,Charlotte,mexican
153797,Pittsburgh,chines
153806,Vaughan,italian
153813,Mesa,chines
153817,Toronto,vietnames
153824,Toronto,cafe
153831,Montréal,japanes
153849,Toronto,caribbean
153850,Toronto,japanes
153852,Las Vegas,japanes
153857,Toronto,cafe
153858,Newmarket,japanes
153864,Mount Horeb,italian
153865,McKees Rocks,american
153866,Gastonia,chines
153868,Pittsburgh,burger
153869,Kannapolis,mexican
153871,Thornhill,italian
153872,Concord,italian
153873,Cleveland Heights,burger
153875,Cleveland Heights,vegan
153878,Amherst,american
153886,Thornhill,japanes
153896,Glendale,mexican
153900,DeForest,american
153906,Toronto,american
153918,Charlotte,american
153941,Phoenix,barbequ
153952,Toronto,chines
153955,Aurora,burger
153963,Madison,american
153964,Phoenix,burger
153969,Las Vegas,chines
153971,Richmond Hill,japanes
153972,Surprise,breakfast
153981,Pickering,thai
153983,Las Vegas,italian
153985,Montréal,burger
153991,Mesa,american
153992,Surprise,barbequ
153999,Glendale,cafe
154002,Surprise,burger
154006,Peoria,breakfast
154008,Charlotte,american
154011,Charlotte,breakfast
154017,Phoenix,indian
154024,Strongsville,american
154029,Las Vegas,cafe
154036,Toronto,burger
154037,Glendale,american
154040,Richmond Hill,american
154046,Calgary,american
154050,Montréal,chines
154056,Calgary,vietnames
154063,Champaign,chines
154064,Phoenix,chines
154067,Phoenix,mexican
154069,Phoenix,mexican
154073,Markham,chines
154084,Calgary,american
154093,Murrysville,chines
154094,Scarobrough,italian
154098,Mesa,american
154099,Las Vegas,thai
154102,Chandler,breakfast
154107,Surprise,italian
154118,Shaker Heights,cafe
154126,Laval,burger
154127,Las Vegas,japanes
154131,Markham,caribbean
154134,Champaign,mexican
154135,Strongsville,american
154139,Tempe,vegetarian
154140,Toronto,thai
154145,Tempe,american
154146,Mentor,american
154147,Las Vegas,mexican
154152,Markham,chines
154168,Las Vegas,vegan
154169,Markham,american
154175,Calgary,vietnames
154181,North Olmsted,mexican
154182,Phoenix,cafe
154183,Las Vegas,mexican
154193,Glendale,japanes
154200,Calgary,american
154204,Phoenix,american
154207,Montréal,barbequ
154209,Coraopolis,american
154223,Madison,cuban
154224,Las Vegas,burger
154229,Gastonia,italian
154235,Montréal,breakfast
154241,Phoenix,japanes
154244,Matthews,asian
154245,Las Vegas,mexican
154246,Mesa,mexican
154248,Las Vegas,american
154256,Cleveland,american
154261,Phoenix,burger
154262,Phoenix,american
154263,Maple,chines
154271,Toronto,breakfast
154272,Cornelius,american
154280,Twinsburg,italian
154284,Mont-Saint-Grégoire,american
154292,Aurora,american
154297,Mississauga,vietnames
154308,Toronto,italian
154309,Markham,mediterranean
154312,Montréal,japanes
154314,Phoenix,vegan
154315,Cuyahoga Falls,burger
154319,Surprise,mexican
154321,Cleveland,burger
154322,Pittsburgh,japanes
154326,Tempe,chines
154334,Toronto,american
154335,Phoenix,italian
154338,Toronto,american
154349,Las Vegas,cafe
154360,Mesa,mexican
154362,Stoughton,barbequ
154364,Markham,chines
154375,Phoenix,hawaiian
154376,Cleveland,burger
154398,Madison,breakfast
154402,Bridgeville,mexican
154403,North Las Vegas,italian
154409,Chesterland,mexican
154425,Scottsdale,italian
154433,Markham,cafe
154439,Toronto,burger
154443,Cleveland,italian
154445,Madison,american
154447,Mesa,chines
154448,Toronto,breakfast
154450,Scottsdale,breakfast
154461,Gates Mills,italian
154468,Las Vegas,mexican
154482,Montréal,american
154484,Las Vegas,cafe
154485,Las Vegas,french
154490,Montréal,mediterranean
154492,Huntersville,american
154503,Las Vegas,mexican
154506,Brampton,indian
154508,Pittsburgh,barbequ
154509,Madison,burger
154515,Chandler,breakfast
154520,Goodyear,japanes
154533,Mesa,caribbean
154536,Charlotte,american
154537,Las Vegas,mexican
154550,Phoenix,cafe
154551,Brampton,chines
154556,Montréal,japanes
154559,Pineville,american
154567,Thornhill,american
154580,Madison,mediterranean
154581,Charlotte,vietnames
154584,Phoenix,breakfast
154585,Pittsburgh,italian
154591,Calgary,japanes
154597,Pittsburgh,asian
154602,Monticello,american
154606,Las Vegas,vietnames
154621,Las Vegas,asian
154632,Concord,japanes
154637,Scottsdale,italian
154646,Calgary,indian
154647,Las Vegas,thai
154649,Akron,burger
154654,Montréal,breakfast
154656,Pittsburgh,american
154660,Phoenix,mexican
154663,Rock Hill,chines
154670,Montréal,american
154672,Lagrange,breakfast
154681,Toronto,mediterranean
154683,Scarborough,chines
154685,Mississauga,asian
154688,Toronto,malaysian
154700,Las Vegas,mexican
154705,Las Vegas,american
154709,Montréal,cafe
154724,Brampton,thai
154727,Phoenix,american
154735,Buckeye,mexican
154742,Allison Park,italian
154748,Las Vegas,thai
154753,Henderson,cafe
154758,Toronto,mediterranean
154762,Cleveland,burger
154763,Gilbert,mediterranean
154773,Scottsdale,mediterranean
154776,Chandler,korean
154777,Champaign,chines
154781,Toronto,thai
154783,Calgary,burger
154790,Chandler,indian
154793,Las Vegas,cajuncreol
154797,Toronto,italian
154807,Fort Mill,burger
154810,Vaughan,italian
154818,Montréal,italian
154824,Calgary,burger
154832,Gilbert,hawaiian
154833,Las Vegas,burger
154834,Henderson,breakfast
154837,Pittsburgh,american
154838,Calgary,chines
154841,Surprise,american
154843,Chandler,mexican
154844,Tempe,breakfast
154850,Toronto,italian
154852,Scottsdale,breakfast
154856,Pittsburgh,chines
154868,Richmond Hill,italian
154870,Vaughan,burger
154888,Montréal,cafe
154904,Newmarket,breakfast
154906,Madison,burger
154910,Scottsdale,indian
154913,Las Vegas,vegan
154917,Las Vegas,afghan
154919,Toronto,burger
154927,North Las Vegas,japanes
154933,Charlotte,burger
154937,Newmarket,lebanes
154938,Pittsburgh,american
154939,Henderson,japanes
154943,Elyria,mexican
154960,Dollard-des-Ormeaux,caribbean
154963,Toronto,mediterranean
154968,Toronto,american
154970,Chandler,italian
154981,Hudson,burger
154982,Charlotte,breakfast
154988,Charlotte,indian
154989,Charlotte,breakfast
154992,Charlotte,italian
154996,Toronto,vegetarian
154997,Charlotte,american
155001,Toronto,italian
155005,Markham,vegan
155011,Montréal,chines
155023,Rocky View,burger
155025,Toronto,burger
155030,Las Vegas,vietnames
155031,Matthews,barbequ
155036,Toronto,burger
155037,North York,japanes
155046,Las Vegas,japanes
155047,Calgary,cafe
155059,Phoenix,breakfast
155060,Las Vegas,japanes
155073,Calgary,italian
155079,Central City Village,cafe
155083,Toronto,cafe
155085,Montréal,burger
155089,Parma,burger
155091,Mississauga,mediterranean
155094,Toronto,italian
155098,Las Vegas,japanes
155105,Calgary,japanes
155109,Calgary,vietnames
155110,Homestead,vietnames
155126,Montréal,cafe
155132,Toronto,vietnames
155135,Charlotte,chines
155138,Twinsburg,american
155141,Las Vegas,barbequ
155145,Charlotte,japanes
155149,Glendale,burger
155154,Brossard,barbequ
155158,Aurora,american
155163,Montréal,vegetarian
155165,Peoria,italian
155166,Las Vegas,mexican
155168,Glendale,italian
155170,Glendale,mexican
155183,Woodbridge,chines
155185,Montréal,indian
155191,Montréal,vegetarian
155199,Las Vegas,japanes
155207,Toronto,mediterranean
155212,Toronto,cafe
155220,Las Vegas,mexican
155224,Rock Hill,mexican
155225,Phoenix,american
155228,Toronto,thai
155239,Las Vegas,thai
155245,Mesa,cafe
155250,Toronto,asian
155255,Las Vegas,american
155262,Las Vegas,chines
155264,Westlake,mexican
155266,Madison,american
155268,Tempe,american
155275,Orange Village,burger
155289,Whitby,cafe
155290,North Las Vegas,burger
155296,Phoenix,mexican
155302,Las Vegas,asian
155309,Bay Village,chines
155313,Charlotte,american
155314,Pittsburgh,american
155322,Brampton,mediterranean
155324,Hudson,breakfast
155327,Richmond Hill,american
155333,Toronto,asian
155338,Richmond Hill,breakfast
155353,Montréal,indian
155359,Concord,american
155370,Scottsdale,indian
155371,Toronto,american
155379,Oakville,burger
155381,Mississauga,american
155383,Montréal,japanes
155386,Cleveland,mexican
155388,East York,british
155392,Phoenix,italian
155412,Calgary,chines
155414,Newmarket,cafe
155415,Brossard,vietnames
155417,Montréal,american
155420,Brampton,italian
155421,Aurora,lebanes
155432,Brampton,breakfast
155434,Mississauga,american
155435,Toronto,italian
155436,Pittsburgh,chines
155439,Tempe,mediterranean
155446,Glenshaw,american
155448,Montréal,vietnames
155468,Ajax,indian
155470,Madison,japanes
155483,Montréal,cafe
155495,Cleveland,barbequ
155498,Henderson,italian
155502,Calgary,mexican
155508,Cleveland,american
155518,Mississauga,chines
155519,Avondale,italian
155522,Madison,american
155546,Toronto,cuban
155547,Scottsdale,italian
155552,Cleveland Heights,italian
155553,Lakewood,breakfast
155555,Pittsburgh,american
155585,Toronto,chines
155587,Toronto,asian
155588,Phoenix,italian
155594,Sun Prairie,american
155614,Stow,american
155616,Calgary,mexican
155622,Toronto,vegan
155626,Lowell,barbequ
155627,Toronto,vegan
155628,Las Vegas,american
155630,Phoenix,italian
155634,Cleveland,chines
155637,Mississauga,american
155642,Highland Heights,burger
155643,Matthews,breakfast
155644,Mayfield Heights,breakfast
155654,Calgary,japanes
155656,Pittsburgh,mexican
155657,Cleveland,chines
155662,Windsor,burger
155674,Brampton,lebanes
155682,North Las Vegas,mexican
155685,North Las Vegas,burger
155687,Madison,italian
155691,Henderson,barbequ
155695,Toronto,breakfast
155701,Toronto,vegetarian
155702,Toronto,italian
155711,Tempe,chines
155713,Calgary,vietnames
155727,Peoria,asian
155729,Charlotte,american
155734,Phoenix,chines
155735,Rock Hill,breakfast
155750,Pickering,caribbean
155759,Montréal,japanes
155770,Charlotte,american
155776,Toronto,breakfast
155783,North York,thai
155784,Mesa,thai
155787,Madison,italian
155790,Cleveland,american
155791,Phoenix,american
155795,Montréal,italian
155803,Richmond Hill,japanes
155810,Charlotte,indian
155811,Phoenix,chines
155821,Las Vegas,american
155824,Mississauga,indian
155828,Mississauga,mediterranean
155829,Madison,brazilian
155833,Toronto,asian
155842,Madison,chines
155852,Cleveland,american
155861,Painesville,chines
155870,Strongsville,american
155875,Toronto,indian
155888,McKeesport,mexican
155897,Madison,american
155899,Las Vegas,italian
155902,Pittsburgh,breakfast
155904,Toronto,japanes
155905,Scottsdale,breakfast
155908,Calgary,italian
155910,Calgary,japanes
155916,Scottsdale,asian
155918,Toronto,cafe
155919,Phoenix,breakfast
155925,Litchfield Park,barbequ
155934,Phoenix,italian
155937,Napierville,breakfast
155944,Glenshaw,american
155946,Phoenix,italian
155952,Henderson,burger
155959,Charlotte,american
155972,Markham,chines
155973,Calgary,american
155997,Scottsdale,burger
155998,Phoenix,mexican
156004,Chardon,breakfast
156009,Toronto,chines
156014,Las Vegas,cajuncreol
156019,Chandler,american
156032,Montréal,italian
156037,Phoenix,italian
156038,Willowdale,chines
156044,Tempe,mediterranean
156046,Pittsburgh,mexican
156062,Las Vegas,cafe
156065,Toronto,chines
156066,Champaign,burger
156076,Toronto,caribbean
156079,Scottsdale,american
156083,Charlotte,french
156087,North York,burger
156094,Mesa,american
156097,Montréal,french
156098,Markham,indian
156123,Toronto,japanes
156125,Las Vegas,mexican
156132,Highland Heights,american
156135,Las Vegas,chines
156140,Broadview Heights,breakfast
156141,Markham,vietnames
156149,Montréal,japanes
156152,Toronto,mediterranean
156154,Champaign,burger
156157,Cuyahoga Falls,american
156160,Montreal,vegan
156172,Matthews,vegetarian
156178,Las Vegas,cafe
156183,Las Vegas,american
156208,Iberville,cafe
156209,Gilbert,american
156213,Toronto,malaysian
156214,Charlotte,vietnames
156223,Calgary,indian
156229,Pittsburgh,american
156237,Toronto,breakfast
156240,Gilbert,caribbean
156251,Toronto,cafe
156262,Toronto,french
156264,Charlotte,burger
156265,Toronto,american
156271,Penn Hills,barbequ
156276,Mesa,american
156278,Phoenix,chines
156283,Brampton,indian
156290,Independence,american
156302,Pittsburgh,italian
156304,Streetsboro,chines
156309,Toronto,chines
156315,Montréal,mexican
156323,Canonsburg,mexican
156329,Pittsburgh,american
156368,Pittsburgh,american
156375,Las Vegas,korean
156377,Calgary,cafe
156380,Pickering,barbequ
156384,New Kensington,burger
156403,Mesa,italian
156406,Las Vegas,american
